accuracy,latency,memory
21.898369,15.485488,2308.2024
21.962158,14.972328,2266.0227
27.08243,10.797863,870.03125
27.144299,10.44333,842.2197
27.077896,10.577838,855.0674
34.967163,8.175181,348.46786
22.157402,14.660837,2215.1323
35.0835,8.07558,350.92853
27.150558,10.390599,861.39777
27.19479,10.758339,849.66394
27.369675,10.180547,826.9392
21.98342,15.087113,2266.416
27.368055,10.5820265,859.1187
21.82055,15.966658,2347.1958
34.900608,8.867573,361.8948
21.992512,15.933524,2317.332
35.094044,7.9630384,348.46786
22.04868,15.826892,2304.184
27.130825,10.679526,868.78033
27.478125,9.7256775,821.43994
34.914467,8.520788,354.93246
27.138214,10.294306,845.88074
34.938877,8.28942,352.21527
21.907877,15.2669525,2294.4753
22.123585,14.577133,2230.636
21.890118,15.244525,2182.4453
21.92956,15.395701,2321.4353
35.075565,8.5266285,361.8948
27.290161,10.007273,826.07025
22.105839,15.776696,2289.1643
27.042015,10.2525,854.5301
22.317883,14.786138,2119.4875
22.307625,14.8681345,2144.2412
35.052708,8.454221,360.1733
35.03776,8.537261,361.8948
34.939472,8.342002,350.68277
22.117344,14.811746,2218.4907
34.951168,8.23509,349.7546
22.176651,14.970612,2122.991
35.044365,7.994783,352.21527
21.955685,14.984831,2219.759
21.941025,14.857864,2281.3857
22.300419,14.7804785,2206.4824
35.051132,8.56514,361.91534
27.246029,10.081427,830.25775
35.052708,8.1960745,354.93246
34.93841,8.609977,354.57388
34.914974,8.290582,351.93423
27.297667,9.843953,833.1628
21.90597,15.336339,2202.8552
22.373177,14.674907,2103.4187
27.330893,9.946355,835.6062
35.07292,8.597255,361.8948
27.114855,10.219272,850.01373
35.053352,8.441916,358.88657
21.949396,15.884226,2317.0952
21.925447,15.837308,2349.6562
35.03776,8.730858,361.8948
27.471367,10.082275,823.26465
35.00162,8.712113,361.8948
27.146181,10.165718,837.9781
34.914467,8.8046,361.8948
22.190214,14.866614,2126.4392
22.184433,14.728801,2193.848
21.95428,15.914649,2282.4414
27.141993,10.430189,850.82684
35.049206,8.334497,357.1121
21.89636,15.427081,2270.2666
35.059063,8.369438,357.39313
22.211512,14.376716,2145.9597
27.399786,9.751725,829.7763
22.303762,14.276434,2208.103
21.914528,15.415859,2245.659
21.984539,15.07541,2248.479
21.991344,15.1176,2210.34
27.305063,9.710875,820.04156
35.084545,8.026575,352.21527
35.089897,7.991451,349.7546
34.906734,8.904747,361.8948
27.249645,9.755065,828.69104
34.9756,8.198391,348.46786
27.38781,10.315699,843.0231
34.92191,8.528371,355.86063
27.481228,9.739573,812.33356
27.366585,9.759814,822.9322
35.089897,8.051119,349.7546
27.333483,9.700913,831.61914
27.14588,10.571407,872.10114
35.016987,8.56888,360.6286
27.192677,10.207898,850.7527
27.273867,10.714614,869.2998
21.803576,15.854475,2381.5222
27.424124,10.122914,842.4063
34.92541,8.59011,357.1121
35.099754,7.9774146,349.7546
21.929953,15.598811,2318.9512
22.192896,14.765588,2162.5994
27.178265,10.65132,871.4922
27.38892,10.85505,864.10156
34.9162,8.79813,363.5242
27.206139,10.653094,869.20465
27.270527,10.018256,850.24866
27.476547,9.689078,811.9502
22.3355,14.301625,2177.6423
22.064999,15.871023,2319.401
34.93841,8.426138,353.65942
27.665596,9.761664,830.1053
27.40823,9.751463,826.0157
27.476032,9.838252,830.04
22.12295,14.477676,2226.1165
21.914892,15.271755,2227.2078
35.067127,8.512945,361.8948
35.042324,8.480642,360.6286
21.888494,15.459215,2304.3003
21.886187,15.9277,2255.848
34.928036,8.797743,361.8948
21.892946,16.015089,2319.5767
27.108377,10.023237,844.4679
34.93491,8.530996,353.65942
34.91398,8.643082,355.86063
27.292562,9.871712,830.88354
35.062565,8.743234,363.63684
34.8657,8.630596,354.94617
35.009872,8.455945,354.93246
21.964716,15.480553,2200.8535
22.180506,14.877061,2174.2556
34.91361,8.765189,361.8948
27.294453,9.795785,828.59644
34.91361,8.5320015,353.64572
21.902006,15.718775,2326.7517
34.900608,8.516748,354.93246
35.022923,8.871363,363.63684
27.203009,10.818348,852.4925
27.247633,10.094187,830.1861
35.052708,8.240128,354.93246
21.959114,15.134385,2236.9312
27.37266,10.082681,816.4757
27.855715,9.684165,813.8746
27.387337,10.477392,825.2962
35.04261,8.216446,352.21527
27.215157,9.77449,825.63477
27.17053,10.936717,861.1034
34.921913,8.395515,352.21527
27.201454,10.76367,873.28894
22.01657,15.427868,2287.6836
27.411009,10.247885,825.30273
35.02633,8.350503,355.86063
34.86703,8.5017605,354.94617
34.91361,8.405089,353.65942
27.053637,10.689048,885.38794
35.027905,8.447593,357.39313
27.194822,10.20452,853.39215
22.400902,14.65001,2125.145
35.043888,8.389929,357.39313
27.308786,9.991279,830.94727
27.122278,10.383055,848.95795
34.91398,8.563981,357.39313
34.846928,8.667609,354.57388
27.54152,10.850542,858.94977
35.011627,8.349955,354.93246
35.03205,8.340472,353.65942
35.112755,7.8783865,348.46786
22.167894,15.087442,2170.1953
35.053352,8.396577,353.65942
27.37118,10.068618,829.95404
27.424862,9.793654,819.57623
27.223871,9.90874,846.5735
27.24986,10.578939,879.1109
22.010992,15.774261,2268.869
27.2343,10.370816,834.9661
35.089897,7.845392,349.7546
35.059067,8.029526,351.93423
35.075565,8.198654,356.10638
34.846928,8.765013,360.6286
22.18762,14.9137,2187.7388
27.359993,10.716774,851.7371
22.137989,14.646896,2171.8247
21.954185,15.499322,2305.2827
22.191505,14.448273,2209.0146
27.145544,10.313971,872.3199
21.855635,15.135869,2248.1035
21.932898,14.925807,2244.5774
21.913458,15.940303,2278.3608
34.9756,8.241786,348.46786
21.98618,15.996539,2258.5806
35.089897,7.972379,349.7546
27.30408,10.990861,879.58575
34.900608,8.808591,361.91534
27.428753,10.160986,838.51965
27.247072,10.452394,836.51404
27.493666,9.766567,824.20245
34.882236,8.590531,354.93246
35.062565,8.596664,363.5242
27.255611,10.046775,822.8971
27.367456,10.003404,824.1714
27.1678,10.372351,843.3328
27.257797,10.137819,826.6173
27.356426,10.356989,846.6414
27.146563,10.332421,842.70245
